cores,time,speedup,efficiency
1,1.726133,1.0,1.0
2,1.633627,1.0566261453808,0.5283130726904
4,1.771182,0.9745655725950241,0.24364139314875602
8,1.972252,0.8752091517716803,0.10940114397146004
16,1.883333,0.9165309586780458,0.05728318491737786
