cores,time,speedup,efficiency
1,7.128725,1.0,1.0
2,6.553711,1.0877386872872485,0.5438693436436243
4,7.058513,1.0099471375911613,0.2524867843977903
8,7.6977,0.9260850643698767,0.11576063304623459
16,7.528572,0.9468893968205392,0.0591805873012837
